Description,TotalSalesDollars,ProfitMargin
Cakebread Vine Hill Cab,1699.83,52.30581882
Calaches Lanessan Haut-Medoc,1196.37,80.56119762
Calandray RSV Cotes Roussiln,215.88,35.07504169
Calera Ctrl Coast Chard,5301.33,21.9097849
Calera Ctrl Coast Pnt Nr,3221.84,12.35318948
Calera Mills Vyd Pnt Nr,5075.23,43.30050067
Calera Mt Harlan Chard,1784.55,63.80936371
Calera Ryan Vyd Pnt Nr,719.88,41.79029838
Calera Selleck Vyd Pnt Nr,2687.72,28.73067135
Calera de Villiers Pnt Nr,989.82,96.56402174
Calico Jack Cherry Rum,203.88,28.54620365
Callia Alta Malbec,9461.46,40.51446605
Callia Alta Pnt Grigio,4728.74,37.10121512
Calling All Angels Chard,9963.53,36.09614263
Calma Rioja,255.84,50.65666041
Calmel & Joseph CdRoussillon,3973.16,56.5987778
Calmel & Joseph Chard,2432.69,54.28147442
Calmel & Joseph Terra Larzac,2478.76,8.434862593
Calumet Farm Bourbon VAP,7199.41,75.33756238
Cambas Mavrodafne of Patras,5001.15,30.88709597
Cambas Nemea RSV Attica Rd,179.88,67.54503002
Cambria Katherine Vyd Chard,1710.93,33.15214532
Cambridge & Sunset Pnt Nr,6808.1,31.18197441
Cambridge Chard Carneros,1743.04,84.39966954
Cambrige Meritage Napa Vly,1282.44,96.86067184
Camelot Merlot,98.91,20.14963098
Cameron Hughes Cam Col Cab S,9603.24,67.1460882
Cameron Hughes Cam Coll Char,297.79,63.41045703
Camigiliano Brunello Di Mont,3079.23,27.76375912
Camila Malbec,234.96,66.24106231
Camp Cab Svgn Sonoma County,1167.27,16.11195353
Camp Chard Sonoma Cnty,1387,27.49819755
Camp Meeting Ridge Chard,2321.73,12.28437415
Camp Meeting Ridge Pnt Nr,650.93,90.14794218
Camp Merlot Sonoma Cnty,575.64,34.64665416
Campus Oaks Old Vines Znfdl,2574.16,32.52167697
Camus Elegance XO,5329.59,96.2762614
Camus Extra Elegance,8839.74,83.03185388
Canadian Club Sherry Cask,413.82,25.35885167
Canaletto Mntplcno Abruzzo,4111.21,31.64786036
Canaletto Pnt Grigio Venezie,561.37,87.91171598
Canaletto Pnt Nr Pavia,359.64,31.93193193
Candia Vyds Classic Cab Svgn,7092.93,31.15820965
Candia Vyds Diamond,7345.1,34.42390165
Candia Vyds Noiret Vault RSV,6640.57,30.01022503
Candoni Moscato,362.25,17.84679089
Candor Znfdl,167.88,35.45389564
Canella Bellini Cocktail Vnz,4442.58,29.92720446
Canella Bellini Fusion,9320.44,23.91764766
Canella Prosecco,4311.36,32.97706524
Canella Prosecco Di Conegli,9224.66,37.14846943
Cantele Chard Salento,350.73,52.15978103
Cantele Primitivo Salento,671.52,31.95139385
Cantele Salice Salentino Rsv,9190.06,42.73584721
Cantina Gabriele Dolc White,808.75,89.55425039
Cantine Cantena Fiano Avelno,322.83,3.280364278
Cantine Cantena Taurasi,359.88,31.04368123
Cantine Maschio Sparkling Ro,568.5,18.21635884
Canyon Oaks Cab Svgn Cal,7689.9,30.62235843
Canyon Oaks Merlot Cal,5776.06,32.06285724
Canyon Oaks Pink Moscato,71.88,33.72287145
Canyon Oaks Wh Znfdl Cal,569.05,32.68781302
Canyon Oaks Znfdl Cal,143.76,31.05175292
Canyon Rd Merlot,8207.87,35.45365606
Canyon Rd Merlot Cal,5719.26,33.40292276
Canyon Rd Moscato,3602.08,37.12632701
Canyon Rd Svgn Bl,4536.13,32.43249201
Canyon Rd Wh Znfdl,5548.9,34.05363638
Caol Ila 17 Yr Single Malt,1799.85,23.66030503
Cape Indaba Chard S Africa,5071.53,38.89891216
Cape Mentelle Sem/Svgn Bl,715.34,24.8720888
Capel Premium Pisco,1986.58,25.47745371
Caposaldo Moscato,167.88,32.45175125
Caposaldo Pnt Grigio Veneto,152.83,53.2814238
Caposaldo Prosecco Brut,9137.04,34.31811615
Caposaldo Sweet Moscato,569.62,11.35142727
Capostrano Montepulciano Abr,798.1,51.2692645
Cappelletti Apertivoch,459.77,59.13608978
Caprai Montefalco Passito 06,3518.9,80.34840433
Caprai Montefalco Rosso 09,813.32,22.39217036
Capri Natura Limoncello,3807.01,12.65586379
Capt Morgan Lime Bite Rum,827.56,41.29591951
Capt Morgan Parrot Bay Mango,1034.31,25.35023349
Capt Morgan ParrotBay Pineap,764.24,53.74275232
Capt Morgan ParrotBayPassion,29.98,25.35023349
Capt Morgan Tattoo,1322.37,26.31789892
Cardamaro Vino Amaro,5836.09,36.92900555
Cardinale Cab Svgn Napa Vly,1124.95,48.38881728
Caribou Crossing Canadian,7398.52,24.86078297
Carlo Rossi Blush Calif,4291.87,27.09659287
Carlo Rossi Chianti Cal,1016.13,7.830493907
Carlo Rossi Moscato Sangria,1334.11,29.1182886
Carlo Rossi RSV Cab Svgn Cal,4297.23,26.17777738
Carlo Rossi RSV Chard Cal,847.3,29.90304596
Carlo Rossi RSV Merlot Cal,1822.82,23.19396071
Carlo Rossi RSV Wh Znfdl Cal,1642.95,27.8250386
Carlo Rossi Red Sangria Cal,3867.42,35.91076221
Carlo Rossi Sweet Red,1436.01,33.04687473
Carmel Road Chard Liberated,191.76,35.04380476
Carmel Road Pnt Gris,111.48,31.00107643
Carmel Road The Barrymore PG,842.49,19.05185818
Carnaval Red Moscato Sparklg,175.84,51.00090992
Carol Shelton Rocky Rsv Znfd,782.76,22.04507129
Carol Shelton Wild Thing Zin,134.9,22.07561156
Carolans Irish Cr Gift Set,7569.41,45.42031678
Carpene Malvolti Sprklg Rose,6666.66,25.04717505
Carpineto Brunello Montalci,5813.97,37.30170606
Carpineto Cab Svgn Farnito,4657.48,64.91278545
Carpineto Molin Vecchio,479.8,33.34722801
Carpineto Montepulciano 11,2247.35,3.502347209
Carstairs White Seal,5118.06,26.34709245
Cartlidge & Browne Cab Svgn,167.88,33.30950679
Cartlidge & Browne Pnt Nr,5115,23.47370479
Casa E Mirafiori Barb d'Alba,972.63,79.8525647
Casa Ferreirinha Esteva Doro,9411.18,41.2845148
Casa Ferreirinha Papas Figos,509.66,30.35356905
Casa Julia Merlot Rapel,215.82,55.24047818
Casa Julia Svgn Bl Manta,2763.16,32.1476136
Casa Lapostolle Merlot,1480.86,24.17108977
Casa Lapostolle Svgn Bl,4695.6,40.84419457
Casa Liliana Good Chard,582.47,95.36456813
Casa Liliana Good Merlot,142.87,81.82963533
Casa Noble Repsdo La Carreta,695.88,25.36644249
Casa Noble Sngl Barrel Anejo,1169.91,25.92507116
Casa Silva Los Lingues Cab S,9961.77,63.06680439
Casa Silva Svgn Gris,2302.6,7.409015895
Casal Garcia Duoro Red,231.71,18.89862328
Casalini Monteplciano D'Abrz,1090.44,31.47353362
Casalini Pnt Grigio,6535.65,36.01937068
Casas Del Bosque Sauv Bl,740.6,22.93815825
Casoni Limoncello di Sorento,833.99,48.5605343
Castano Yecla Monastrell Red,8343.93,51.22442302
CastelGiocondo 10 Brun Montl,4883.26,23.91967661
Castellani Biagio Chianti,5650.96,44.07109588
Castello Banfi Belnero Prop,8887.39,31.46953155
Castello Banfi Brun Montalcn,8832.11,59.57930778
Castello Banfi Excelsus,655.9,3.245921634
Castello Di Ama Chianti,3107.16,89.61141364
Castello Di Cacchiano Chiant,799.8,80
Castello Montauto Vernaccia,3092.56,76.64847246
Castello d Cacchiano Chianti,2207.04,41.2353197
Castello del Poggio Rosato,714.21,31.19670685
Castello di Bossi Chianti Cl,6380.01,2.664729366
Castello di Meleto Chianti,2976.28,81.31627401
Castillo Monastrell Red,2448.25,20.26141121
Castillo Spiced Rum,3674.57,81.25331671
Castle Rock Pnt Nr Cal Cuvee,1879.29,32.71820741
Cataldi Madonna Malandrino,782.42,84.96331893
Catalpa Cab Svgn,2812.41,40.87064119
Catalpa Chard,7910.74,35.76024493
Catalpa Malbec,9269.79,39.6038098
Catena Alta Historic Rows CS,5530.71,6.865845434
Catena Historic Rows Chard,5516.08,11.37691984
Catena Malbec Mendoza,107.88,31.9243604
Catena Vista Flores Malbec,5889.79,28.92191402
Catena Zapata Nicasia Vyd,719.92,74.48883209
Catskill Defiant Rye,4027,62.59423889
Catskill Fearless Whiskey,3861.11,74.26076957
Catskill Most Righteous Brbn,5310.15,78.01568694
Catskill Otay,2655.22,58.81697185
Catskill Wicked White Whisky,2553.82,88.91072981
Cavas Hill 1887 Brut Cava,1724.74,10.44911117
Cave de Tain St Joseph Red,2041.55,85.25972913
Cave de Tain Syrah,503.64,31.52251608
Cavit Alta Luna Phases Rosso,1318.68,85.94351928
Cavit Chard,188.79,50.54822819
Cavit Pinot Grigio Del Vene,239.52,33.26653307
Cavit Pinot Noir Bottega Vi,359.76,32.88859239
Cavit Select Red Blend,647.28,89.40952911
Cazadores Anejo Tequila,389.87,59.81737502
Cecchi Cern Chianti Clsc RSV,8157.42,25.03463105
Cecchi Chianti Clsc Rsv Fami,1891.38,26.33949814
Cecchi Coevo Wood,4859.18,83.93638433
Cecchi La Mora Morellino,5129.64,37.47338995
Cecchi Litorale Vermentino,4416.95,20.36563692
Cecchi Natio Organic Chianti,735.08,98.57974642
Cecchi Nobile Montepulciano,7202,35.39433491
Celani Family Cab Svgn,311.96,31.02961918
Celani Family Chard,610.87,64.58002521
Cella Lambrusco,71.94,35.44620517
Cellar No 8 Pnt Nr,8085.28,46.93022381
Cellier des Dauphines CdR,95.88,33.7922403
Celtic Honey Liqueur,659.7,65.93906321
Cenyth Sonoma Red,2049.62,52.53022511
Cepa 21 Ribera Duero 06 Tnto,6746.25,35.07504169
Cercius CdR Vielles V Rouge,429.69,16.13954246
Ceretto Arneis Blange Lange,742.63,35.81729798
Cesari Bardolino Chiaretto,4394.5,83.98975993
Cesari Jema Corvina Veronese,3292.11,22.1447643
Cesari Recioto Valpolicella,1279.68,35.48387097
Cesari Sangioves Romagna RS,4945.34,28.60834644
Cesari Valpo Classico,989.34,73.60967918
Ch Alie d'Argent Mout-Rth 12,2969.73,62.20868564
Ch Alter Ego 10 Brdx,2249.82,88.81377177
Ch Angelus 09 St Emilion,5099.83,57.43073789
Ch Angelus 10,6935.83,31.50567416
Ch Angelus 10 Brdx,3239.94,32.43208208
Ch Angelus 11 Brdx,2799.9,32.43330119
Ch Angelus 12 St Emilion,5585.86,70.84567103
Ch Angelus Saint Emilion,2929.9,34.63940749
Ch Beaucastel Chtnf Pap,9799.02,27.89115646
Ch Beaucastel Coud Rouge,9303.18,31.88888101
Ch Beaulieu Lalande de Pomer,5572.72,25.83872866
Ch Beaulieu Rose Cote d Prov,575.04,34.55759599
Ch Beausejour Pentimento,575.76,38.89120467
Ch Behere Courtin Pauillac,2654.55,93.91233919
Ch Bellevue Lussac St Emili,3342.48,25.75572629
Ch Bellevue Mondotte 10 Brdx,1559.97,31.9736918
Ch Bellevue St-Emil 09 Gr Cr,1819.74,69.23076923
Ch Bellevue-Mondotte 11 Emil,1889.91,35.06357446
Ch Bernadotte 10 Haut Medoc,1539.56,57.63372868
Ch Bernadotte Haut-Medoc 11,1074.57,77.49797593
Ch Bois du Fil Brdx,179.88,34.22281521
Ch Bonnet Red,7606.64,28.38257102
Ch Boston Margaux,6454.87,10.54723023
Ch Bouscaut Rouge 11 GCG,1609.54,64.01953353
Ch Boyd Cantenac Margaux,4179.62,70.96003943
Ch Branaire Ducru 10 Brdx,5417.57,95.28589386
Ch Brane Cantenac Margaux 11,649.9,41.56024004
Ch Brane-Cantenac Margaux 01,8579.22,27.57453475
Ch Brannon 12 Pessac-Leognan,1709.81,51.19925606
Ch Bruni Brdx Superieur,5462.19,89.1093133
Ch Calon 12 Segur St-Estphe,5015.43,58.86454402
Ch Canon Saint Emilion,1689.87,47.31547397
Ch Canon St Emilion Gr Cr 11,1396.89,87.46071631
Ch Cantegril Sauternes 11,449.75,70.06336854
Ch Cantemerie 12 Haut-Medoc,2172.47,98.71666812
Ch Cantenac Brown Margaux 11,1799.7,82.10368395
Ch Capbern Gasqueton St Este,6000.93,1.837548513
Ch Castel Maures 15 Rose Cuv,9147.97,32.37275592
Ch Certan De May de Certan,1259.93,62.15662775
Ch Chantelune Margaux,4199.16,88.40482382
Ch Cheval Bl 12 St-Emilion,4439.94,35.06533872
Ch Cheval Blanc St Emil 11,8099.91,31.50701674
Ch Clerc Milon 10,3023.76,91.49634892
Ch Clerc Milon 12 Pauillac,629.91,85.56936705
Ch Clerc Milon Pauillac 11,1747.77,97.00132168
Ch Clinet 10 Brdx,1574.93,52.38201063
Ch Clos Fourtet 10 Brdx,533.97,35.48513961
Ch Clos Fourtet 12 St-Emilin,5499.45,86.57665767
Ch Clos d'Estournel 11 Est,1799.92,42.05298013
Ch Corconnac Svgn Bl,5661.64,87.73217654
Ch Cos D'Estournel 10,7517.79,36.0822795
Ch Cos d'Estournel 10,2699.94,42.92280569
Ch Cos d'Estournel St-Est 12,2969.85,36.07286563
Ch Coufran Haut Medoc 10,689.77,62.81514128
Ch Coutet Sauternes-Barsc 10,874.93,71.04339776
Ch Croix de Jaugue St Emilio,6589.53,34.64981569
Ch D'Issan 10 Brdx,5543.56,92.62116763
Ch Deux Rocs Premices Red,1948.5,20.55427252
Ch Doisy Daene Gr Vin Sec 10,1101.62,58.71534649
Ch Doisy Daene Sauternes 10,961.87,42.44232589
Ch Doisy-Daene Sauternes 11,419.86,85.61663412
Ch Donjon Minervois Rose,1279.2,90
Ch Ducru Beaucaillau St-Juli,3233.79,44.17077176
Ch Ducru Beaucaillou 11 Jul,1499.9,80.26268418
Ch Ducru Beaucaillou 12 St J,3564.77,65.89962326
Ch Ducru Beaucallou 10,7199.82,81.72523758
Ch Dupray St-Emilion,2098.95,51.59865647
Ch Floreal Laguens Brdx,3761.3,80.88161008
Ch Fonroque St Emilion 10,103.98,67.53221773
Ch Fontenil Fronsac 10,899.8,62.5794621
Ch Fougere La Noble Rouge,4550.42,57.77554599
Ch Fugue de Nenin 09,173.94,54.94998275
Ch Fuisse Pouilly Fuisse 12,1399.72,97.55379647
Ch Fuisse Pouilly Fuisse Les,809.85,72.41711428
Ch Fuisse Pouilly Fuisse Tet,6010.33,92.1538418
Ch Gassier Pas du Moine Vict,8851.15,24.90806279
Ch Giscours 10,1393.83,92.20851897
Ch Giscours Margaux 06,1924.45,70.90493388
Ch Giscours Margaux 07,1799.7,18.31916431
Ch Giscours Margaux 11 Gr Cr,1023.84,79.4401469
Ch Gloria St Julien 12,1907.47,85.20343701
Ch Godeau St Emilion 10 Cru,125.97,77.16916726
Ch Grand Leoville 10 Brdx,8459.82,40.34293874
Ch Grand Puy-Lacoste 12 Paul,1349.82,96.32099095
Ch Graves de Pez St Estephe,4738.42,94.83372094
Ch Gruaud Larose 11 St Julin,2719.66,77.83950935
Ch Guiraud Sauternes 10,2855.66,63.73727965
Ch Haut Bages Liberal Paulic,741.86,85.32472434
Ch Haut Bailey 10 Brdx,1979.91,77.01107626
Ch Haut Bailly Pessac-Leogan,1623.86,85.22224822
Ch Haut Beausejour 11 Esteph,809.7,93.33456836
Ch Haut Branda Brdx Rouge,298.73,25.76574164
Ch Haut Brion Pessac-Leognan,2279.97,31.97278912
Ch Haut Gravet Saint-Emillon,7798.05,98.33484012
Ch Haut Marbuzet St Estephe,1080.77,83.16755646
Ch Haut Piquat 09,626.67,95.84789443
Ch Haut-Bailly 09 Pessac Brd,2526.81,96.58225193
Ch Haut-Bailly 10,4759.72,61.38932542
Ch Haut-Brion Pessac 09 Brdx,3599.96,49.32443694
Ch Haut-BrionPessac-Leo Gr C,299.99,35.48451615
Ch Haut-Robert 10,3494.82,90.07502532
Ch Hermitage Mazeyres Pomerl,332.91,13.41804091
Ch Hyot Castillon Brdx,629.82,92.38830142
Ch Jean De Gue Lalande 10,386.91,62.21343465
Ch Jean de Gue Lalande de Po,3759.06,74.96608195
Ch Julien Royalty Red,63.48,34.97164461
Ch L'Eglise Clinet 10,2096.97,31.97327573
Ch L'Englise Clinet St Emiln,947.94,35.06551048
Ch La Bouree Castillion Brdx,2216.8,64.50424035
Ch La Cardone Medoc 09,2858.57,84.29984223
Ch La Croix Lartigue 09,3937.99,99.36134932
Ch La Croix de Beaucailou 10,2944.69,97.82048365
Ch La Croix du Duc Brdx,505.54,30.4585196
Ch La Dom St Emil Gr Cru 09,334.95,73.33333333
Ch La Fleur Patris-Querre 09,493.81,96.39537474
Ch La Gordonne Chapelle Rose,167.94,88.7400262
Ch La Louviere Pssc-Leg Roug,727.72,68.84516023
Ch La Mission 12 Haut Brion,4979.85,45.9453598
Ch La Mission Haut Brion 07,3647.84,35.78665731
Ch La Mission Haut Brion 10,9849.5,38.77404944
Ch La Mission Haut Brion 11,1759.96,31.97345394
Ch La Mission Haut Brion P-L,3149.93,33.77408387
Ch La Mondot 10,1283.97,32.43300077
Ch La Mondotte 09 St Emilion,1479.96,50
Ch LaGrange 10 Brdx,5511.48,92.09649677
Ch Lacoste-Borie Pauillac 10,644.85,73.33333333
Ch Lafaurie-Peyragey Saut 10,4454.45,63.63860858
Ch Lafite Rothschild 12,9749.85,72.41372944
Ch Lafitite Rothschild Pa 11,8549.91,77.62853644
Ch Lafon-Rochet St Estphe 10,4730.43,58.1226231
Ch Lagrange 10,1063.86,95.20613615
Ch Lalande Boire 10 Brdx,2015.52,94.58799714
Ch Lalande Borie 11 Julien,1471.54,81.76604102
Ch Langoa Barton St Julien,1563.77,73.73846538
Ch Lascombes 10 Brdx,2879.84,53.8585477
Ch Lassegue 05 GC St Emilion,4166.57,83.61049976
Ch Lassegue 07 St Emilion AC,2837.42,74.6040417
Ch Le Bon Pasteur 10 Brdx,1624.87,48.37125432
Ch Le Gay Pomerol,6399.36,76.77392739
Ch Le Petite Mouton 12 Pauil,3509.74,84.19370096
Ch Leoville Barton 10 St Jul,4159.68,91.83014078
Ch Leoville Barton St Julien,3254.65,94.47037316
Ch Leoville Las Cases 11 Jul,1999.9,79.99949997
Ch Leoville Las Cases St-Jul,1639.92,58.88214059
Ch Leoville-Barton Gr Cru 09,3959.76,45.17344486
Ch Les Carruades 11 Lafitte,4179.81,96.58238054
Ch Les Flefs de LaGrange 10,494.89,58.40085676
Ch Les Granges Brdx,3399.37,93.29522823
Ch Les Ormes Saint-Julien,6668.85,84.45309161
Ch Lestiac Cotes de Bordeaux,9.49,35.08956797
Ch Lilian 09 Ladouys St Este,665.82,71.33159112
Ch Lynch Bages Paulliac 11,9799.3,94.32347208
Ch Lynch Moussas Pauilac,1079.7,84.94581828
Ch Magdelaine 10 St Emilion,3739.66,87.82884005
Ch Magrez Fombrauge 09,4419.66,39.56774956
Ch Maine d'Arman Cote Bourg,3867.04,24.00802681
Ch Malartic Lagravier 12 RG,6248.75,86.30126025
Ch Malartic-Lagraviere 10,245.97,35.47993658
Ch Malartic-Lagraviere Rouge,235.96,67.104594
Ch Margaux 12 Margaux,4769.91,24.41366818
Ch Marquis d'Alesme,443.88,31.98161665
Ch Marquis de Terme 12 Mrgx,3338.37,86.05906475
Ch Martinon Brdx Rouge,3637.69,34.31738273
Ch Massiac Viognier,764.49,22.06569085
Ch Maycott Red,10.49,35.08102955
Ch Messile Aubert Montgne St,4266.06,85.4205051
Ch Monbousquet 10 Brdx,1049.86,65.75543406
Ch Moncontour Vouvray Demi S,474.71,42.3648122
Ch Monestier La Tour Blanc,179.88,42.96197465
Ch Monet,7931.04,27.31117231
Ch Montelena Cab Svgn 2006,2029.86,24.3139921
Ch Montelena Est Cab Svgn Np,909.93,72.17038673
Ch Motte Maucourt Brdx,179.88,34.62308205
Ch Moulin de Pillardot 10,3132.15,80.24360264
Ch Moulin de la Rose St-Juln,5983.12,74.66171496
Ch Musar Hochar Red,329.89,81.44836158
Ch Musar Jeune Rouge,239.88,31.96598299
Ch Olivier 10 Blanc Pessac-L,3722.27,81.73695084
Ch Olivier Pessac-Leognan 10,3365.34,76.76995489
Ch Pagodes de Cos 10 Brdx,99.99,67.53675368
Ch Palmer Margaux,2379.93,31.50680902
Ch Palmer Margaux 09 Medoc,7819.77,64.01735601
Ch Pape Clement 12 Pess-Leog,5599.5,72.36753282
Ch Pape Clement Bl Gr Cru 11,2199.89,57.85789289
Ch Pape Clement Pess leognan,4231.54,67.32253506
Ch Paradis Rose Cotes D Prov,8716.29,27.37299929
Ch Pavie 10 Brdx,3779.93,31.506139
Ch Pavie Macquin St Emiln 11,2213.73,67.68395423
Ch Pavie St Emilion 11 Gr Cr,2759.88,49.32388365
Ch Perron Brdx Rouge,263.88,33.78808549
Ch Pesquie Quint Ventoux Red,263.88,35.47066849
Ch Petit Bocq Cru Borgeos 10,319.9,93.37605502
Ch Pez 12 St-Estephe,3211.27,99.1162375
Ch Phelan Segur St Estephe,835.78,76.23297997
Ch Phelan Segur St-Estphe 12,5648.87,91.84863521
Ch Pichon Baron Pauillac 12,4349.7,35.48520588
Ch Pichon Longevile 11 Comts,4199.7,86.48617758
Ch Pichon Longueville Rsv Co,2099.72,92.99763778
Ch Picon Longueville Comt 10,2309.93,43.23464347
Ch Pitot Brdx,5290.75,89.06090819
Ch Plaisance Cuvee Alix Roug,4290.11,51.1222323
Ch Pontet Canet 12 Pauillac,2947.78,50.14383706
Ch Poujeaux 10 Moulis,866.83,77.08201147
Ch Rauzan Segla Margaux 09,319.98,66.66666667
Ch Rauzan-Segla 10 Brdx,1469.93,62.15602104
Ch Rauzan-Segla Gr Cru 08 Ma,5199.35,29.96778443
Ch Rayne Vigneau Sauternes,2319.6,84.48396275
Ch Reserve d La Cometesse 11,689.85,95.43378995
Ch Reserve de la Comtesse 12,5779.77,96.0747573
Ch Rieussec Gr Cru 10 Sauter,3499.72,60.591133
Ch Rol Valentin 10,2943.54,57.97101449
Ch Rollan de By Medoc,5197.92,92.15070644
Ch Roumier-Lacoste Barsac W,74.97,31.05242097
Ch Smith Haut Lafitte 12,9015.02,58.90857702
Ch Smith Haut Lafitte 12 Whi,3869.7,79.72866114
Ch St Jean Cinq Cep Cab Svgn,1359.83,83.77150085
Ch St Jean Soiree Red,9886.62,55.48306701
Ch St Louis Vieux Galvesse L,5266.9,28.5556969
Ch St Michel Brdx Superur,9696.61,42.74081354
Ch St Sulpice Brdx Blanc,6746.08,21.38664232
Ch St Sulpice Rose 13,2039.43,87.99860745
Ch St-Roch Chimeres CdRoussi,735.54,15.81695081
Ch Ste Michelle Cab Svgn,2132.08,19.66155116
Ch Ste Michelle Chard Mimi,649.35,37.62993763
Ch Ste Michelle Col Solare R,3609.3,22.59995013
Ch Ste Michelle Cold Ck Cab,3320.73,35.55633852
Ch Ste Michelle Cold Crk Cha,1766.1,67.41294377
Ch Ste Michelle Cold Crk Mer,2730.92,37.99012787
Ch Ste Michelle Cold Crk Rsl,851.4,23.89006342
Ch Suau Cadillac Wh Brdx,71.94,33.77814846
Ch Suduiraut Sauternes 10,1637.87,78.77975664
Ch Talbot St Julien 11 GC,439.92,67.73958902
Ch Talbot St-Julien 12 GCC,5855.04,86.47319233
Ch Tanunda Gr Barossa Cab Sv,4326.35,14.74661088
Ch Tanunda Gr Barossa Rsl,2089.13,65.09216755
Ch Tertre de Viaud C d Bourg,2841.63,79.03738347
Ch Thivin Cote de Brouilly,528.77,85.31497627
Ch Troplong Mondot 10 Brdx,719.97,33.33472228
Ch Valcombe Rose Ventoux,223.86,43.6076119
Ch Valfontaine 10,2937.06,77.01919607
Ch Vignot 05 St Emilion Red,824.89,87.9620313
Ch Vignot 09 St Emilion Gr C,2291.63,36.27287128
Ch Vincens 15 L'Instant M Rs,3728.13,9.634052461
Ch Vrai Caillou Wh Brdx,8367.65,35.7022581
Ch d'Yquem Sauternes,2573.91,56.98917212
Ch de Beaucastel Pape Blanc,999.92,82.87663013
Ch de Beaucastel Pape Rouge,823.96,49.99878635
Ch de Berne Rose,449.7,67.80965088
Ch de Bonhoste Red Brdx 09,101.94,78.94840102
Ch de Chantegrive Graves Rou,2174.25,98.23387375
Ch de Jarnioux Bjls,3886.05,95.74169143
Ch de Mattes Corbieres 13,1483.65,19.1507431
Ch de Pez 10 St Estephe Brdx,558.87,45.04625405
Ch de Pierreux Brouilly Rsv,1681.34,87.46713931
Ch de Reynaud Cotes du Bourg,4367.7,13.89632988
Ch de la Ragotiere Muscadet,8782.35,26.37801955
Ch des Labourons Fleurie Rou,1064.29,22.65266046
Ch du Courlat 10,5747.7,85.31116795
Ch du Levant Sauternes,2958.15,33.4976252
Ch du Parc Brdx Rouge,1207.99,49.39693209
Ch la Cour d'Argent Bordeaux,1119.84,44.34740677
